SourceWebsite,City,Country,ScrapeDateTime,Temperature_C,FeelsLike_C,Humidity_%,WindSpeed_kmh,Condition,Precipitation
WeatherUnderground,Los Angeles,United States,2026-03-30T12:30:42.940946+00:00,48.0,,,4.83,Fair,
WeatherUnderground,Los Angeles,United States,2026-03-30T12:30:42.943220+00:00,59.0,,,3.22,Partly Cloudy,
WeatherUnderground,Los Angeles,United States,2026-03-30T12:30:42.947028+00:00,48.0,,,4.83,Fair,
WeatherUnderground,Chicago,United States,2026-03-30T12:30:45.658668+00:00,24.444444444444443,,,24.14,AM Clouds/PM Sun,
WeatherUnderground,Chicago,United States,2026-03-30T12:30:45.658804+00:00,24.444444444444443,,,24.14,AM Clouds/PM Sun,
WeatherUnderground,Chicago,United States,2026-03-30T12:30:45.659810+00:00,59.0,,,3.22,Partly Cloudy,
WeatherUnderground,Chicago,United States,2026-03-30T12:30:45.659995+00:00,51.0,,,14.48,Fair,
WeatherUnderground,Chicago,United States,2026-03-30T12:30:45.663040+00:00,25.55555555555556,,,25.75,AM Clouds/PM Sun,
WeatherUnderground,Toronto,Canada,2026-03-30T12:30:49.040511+00:00,27.22222222222222,,,11.27,Scattered Thunderstorms,
WeatherUnderground,Toronto,Canada,2026-03-30T12:30:49.043507+00:00,26.666666666666668,,,9.66,Cloudy,
WeatherUnderground,Toronto,Canada,2026-03-30T12:30:49.047128+00:00,27.22222222222222,,,11.27,Scattered Thunderstorms,
WeatherUnderground,Toronto,Canada,2026-03-30T12:30:49.055255+00:00,27.22222222222222,,,11.27,Scattered Thunderstorms,
WeatherUnderground,Mexico City,Mexico,2026-03-30T12:30:51.571425+00:00,27.22222222222222,,,11.27,Scattered Thunderstorms,
WeatherUnderground,Mexico City,Mexico,2026-03-30T12:30:51.578018+00:00,27.22222222222222,,,11.27,Scattered Thunderstorms,
WeatherUnderground,Sao Paulo,Brazil,2026-03-30T12:30:53.875551+00:00,28.88888888888889,,,19.31,Mostly Cloudy,
WeatherUnderground,Sao Paulo,Brazil,2026-03-30T12:30:53.885071+00:00,28.88888888888889,,,19.31,Mostly Cloudy,
WeatherUnderground,Buenos Aires,Argentina,2026-03-30T12:30:56.279725+00:00,25.55555555555556,,,16.09,AM Drizzle,
WeatherUnderground,Buenos Aires,Argentina,2026-03-30T12:30:56.288232+00:00,25.55555555555556,,,16.09,AM Drizzle,
WeatherUnderground,London,United Kingdom,2026-03-30T12:30:58.846438+00:00,52.0,,,20.92,Cloudy,
WeatherUnderground,London,United Kingdom,2026-03-30T12:30:58.854438+00:00,54.0,,,22.53,Partly Cloudy,
WeatherUnderground,Paris,France,2026-03-30T12:31:02.079711+00:00,58.0,,,24.14,Cloudy,
WeatherUnderground,Paris,France,2026-03-30T12:31:02.087720+00:00,59.0,,,3.22,Partly Cloudy,
WeatherUnderground,Paris,France,2026-03-30T12:31:02.096230+00:00,58.0,,,24.14,Cloudy,
WeatherUnderground,Berlin,Germany,2026-03-30T12:31:04.533493+00:00,45.0,,,12.87,Rain Shower,
WeatherUnderground,Berlin,Germany,2026-03-30T12:31:04.541495+00:00,48.0,,,14.48,Showers,
WeatherUnderground,Madrid,Spain,2026-03-30T12:31:08.124091+00:00,18.88888888888889,,,22.53,Sunny,
WeatherUnderground,Madrid,Spain,2026-03-30T12:31:08.132084+00:00,53.0,,,11.27,Cloudy,
WeatherUnderground,Madrid,Spain,2026-03-30T12:31:08.132397+00:00,18.88888888888889,,,24.14,Sunny,
WeatherUnderground,Rome,Italy,2026-03-30T12:31:10.461505+00:00,18.88888888888889,,,12.87,Fair,
WeatherUnderground,Rome,Italy,2026-03-30T12:31:10.462014+00:00,18.33333333333333,,,14.48,Partly Cloudy,
WeatherUnderground,Rome,Italy,2026-03-30T12:31:10.465099+00:00,59.0,,,3.22,Partly Cloudy,
WeatherUnderground,Cairo,Egypt,2026-03-30T12:31:13.562656+00:00,22.22222222222222,,,17.7,Partly Cloudy,
WeatherUnderground,Nairobi,Kenya,2026-03-30T12:31:16.261872+00:00,25.0,,,17.7,Mostly Cloudy,
WeatherUnderground,Nairobi,Kenya,2026-03-30T12:31:16.267378+00:00,59.0,,,3.22,Partly Cloudy,
WeatherUnderground,Johannesburg,South Africa,2026-03-30T12:31:19.332167+00:00,59.0,,,3.22,Partly Cloudy,
WeatherUnderground,Johannesburg,South Africa,2026-03-30T12:31:19.340165+00:00,19.444444444444443,,,11.27,Partly Cloudy,
WeatherUnderground,Johannesburg,South Africa,2026-03-30T12:31:19.346224+00:00,26.666666666666668,,,16.09,Fair,
WeatherUnderground,Johannesburg,South Africa,2026-03-30T12:31:19.348233+00:00,27.77777777777778,,,17.7,Partly Cloudy,
WeatherUnderground,Dubai,United Arab Emirates,2026-03-30T12:31:22.757631+00:00,25.0,,,22.53,Mostly Cloudy,
WeatherUnderground,Dubai,United Arab Emirates,2026-03-30T12:31:22.765624+00:00,59.0,,,3.22,Partly Cloudy,
WeatherUnderground,Dubai,United Arab Emirates,2026-03-30T12:31:22.766958+00:00,51.0,,,14.48,Fair,
WeatherUnderground,Mumbai,India,2026-03-30T12:31:25.759659+00:00,30.55555555555556,,,20.92,Haze,
WeatherUnderground,Mumbai,India,2026-03-30T12:31:25.762325+00:00,27.22222222222222,,,14.48,Mostly Clear,
WeatherUnderground,Mumbai,India,2026-03-30T12:31:25.762467+00:00,27.22222222222222,,,19.31,Partly Cloudy,
WeatherUnderground,Mumbai,India,2026-03-30T12:31:25.762993+00:00,53.0,,,11.27,Cloudy,
WeatherUnderground,Mumbai,India,2026-03-30T12:31:25.769875+00:00,27.22222222222222,,,19.31,Partly Cloudy,
WeatherUnderground,Tokyo,Japan,2026-03-30T12:31:28.242558+00:00,17.77777777777778,,,17.7,Mostly Cloudy,
WeatherUnderground,Tokyo,Japan,2026-03-30T12:31:28.245879+00:00,60.0,,,19.31,Showers Late,
WeatherUnderground,Seoul,South Korea,2026-03-30T12:31:30.569698+00:00,50.0,,,11.27,Rain,
WeatherUnderground,Seoul,South Korea,2026-03-30T12:31:30.579187+00:00,50.0,,,11.27,Rain,
WeatherUnderground,Singapore,Singapore,2026-03-30T12:31:33.170784+00:00,28.88888888888889,,,11.27,Mostly Cloudy,
WeatherUnderground,Singapore,Singapore,2026-03-30T12:31:33.178792+00:00,26.666666666666668,,,11.27,Mostly Cloudy,
WeatherUnderground,Sydney,Australia,2026-03-30T12:31:37.062938+00:00,20.0,,,6.44,Cloudy,
WeatherUnderground,Sydney,Australia,2026-03-30T12:31:37.068450+00:00,59.0,,,3.22,Partly Cloudy,
WeatherUnderground,Sydney,Australia,2026-03-30T12:31:37.072250+00:00,60.0,,,9.66,Mostly Cloudy,
WeatherUnderground,Melbourne,Australia,2026-03-30T12:31:40.047125+00:00,59.0,,,9.66,Partly Cloudy,
WeatherUnderground,Melbourne,Australia,2026-03-30T12:31:40.051131+00:00,58.0,,,12.87,Partly Cloudy,
WeatherUnderground,Auckland,New Zealand,2026-03-30T12:31:44.552493+00:00,18.33333333333333,,,25.75,Mostly Cloudy,
WeatherUnderground,Beirut,Lebanon,2026-03-30T12:31:46.803960+00:00,59.0,,,19.31,Showers Early,
WeatherUnderground,Beirut,Lebanon,2026-03-30T12:31:46.811969+00:00,59.0,,,3.22,Partly Cloudy,
WeatherUnderground,Beirut,Lebanon,2026-03-30T12:31:46.819973+00:00,59.0,,,19.31,Showers Early,
WeatherUnderground,New York,United States,2026-03-30T12:32:00.601248+00:00,21.11111111111111,,,19.31,Partly Cloudy,
WeatherUnderground,New York,United States,2026-03-30T12:32:00.609259+00:00,21.11111111111111,,,19.31,Partly Cloudy,
WeatherUnderground,Los Angeles,United States,2026-03-30T12:32:03.102467+00:00,48.0,,,4.83,Fair,
WeatherUnderground,Chicago,United States,2026-03-30T12:32:05.532403+00:00,24.444444444444443,,,24.14,AM Clouds/PM Sun,
WeatherUnderground,Chicago,United States,2026-03-30T12:32:05.537412+00:00,24.444444444444443,,,24.14,AM Clouds/PM Sun,
WeatherUnderground,Toronto,Canada,2026-03-30T12:32:07.755851+00:00,27.22222222222222,,,11.27,Scattered Thunderstorms,
WeatherUnderground,Toronto,Canada,2026-03-30T12:32:07.764772+00:00,27.22222222222222,,,11.27,Scattered Thunderstorms,
WeatherUnderground,Mexico City,Mexico,2026-03-30T12:32:10.221632+00:00,27.22222222222222,,,11.27,Scattered Thunderstorms,
WeatherUnderground,Mexico City,Mexico,2026-03-30T12:32:10.229627+00:00,27.22222222222222,,,11.27,Scattered Thunderstorms,
WeatherUnderground,Mexico City,Mexico,2026-03-30T12:32:10.231630+00:00,27.22222222222222,,,11.27,Scattered Thunderstorms,
WeatherUnderground,Sao Paulo,Brazil,2026-03-30T12:32:12.717271+00:00,28.88888888888889,,,19.31,Mostly Cloudy,
WeatherUnderground,Sao Paulo,Brazil,2026-03-30T12:32:12.727986+00:00,28.88888888888889,,,19.31,Mostly Cloudy,
WeatherUnderground,Buenos Aires,Argentina,2026-03-30T12:32:15.969886+00:00,25.55555555555556,,,16.09,AM Drizzle,
WeatherUnderground,Buenos Aires,Argentina,2026-03-30T12:32:15.982004+00:00,49.0,,,20.92,Partly Cloudy,
WeatherUnderground,London,United Kingdom,2026-03-30T12:32:18.154629+00:00,52.0,,,20.92,Cloudy,
WeatherUnderground,London,United Kingdom,2026-03-30T12:32:18.162628+00:00,54.0,,,22.53,Showers,
WeatherUnderground,Paris,France,2026-03-30T12:32:21.823235+00:00,58.0,,,24.14,Cloudy,
WeatherUnderground,Paris,France,2026-03-30T12:32:21.831258+00:00,58.0,,,24.14,Cloudy,
WeatherUnderground,Berlin,Germany,2026-03-30T12:32:24.022042+00:00,45.0,,,12.87,Rain Shower,
WeatherUnderground,Berlin,Germany,2026-03-30T12:32:24.022968+00:00,53.0,,,11.27,Cloudy,
WeatherUnderground,Berlin,Germany,2026-03-30T12:32:24.029997+00:00,45.0,,,16.09,Rain,
WeatherUnderground,Madrid,Spain,2026-03-30T12:32:26.599699+00:00,18.88888888888889,,,22.53,Sunny,
WeatherUnderground,Madrid,Spain,2026-03-30T12:32:26.603710+00:00,58.0,,,3.22,Partly Cloudy,
WeatherUnderground,Madrid,Spain,2026-03-30T12:32:26.606717+00:00,18.33333333333333,,,22.53,Sunny,
WeatherUnderground,Rome,Italy,2026-03-30T12:32:29.525624+00:00,18.88888888888889,,,12.87,Fair,
WeatherUnderground,Rome,Italy,2026-03-30T12:32:29.532734+00:00,58.0,,,3.22,Partly Cloudy,
WeatherUnderground,Cairo,Egypt,2026-03-30T12:32:31.901099+00:00,22.22222222222222,,,17.7,Partly Cloudy,
WeatherUnderground,Cairo,Egypt,2026-03-30T12:32:31.911110+00:00,58.0,,,3.22,Partly Cloudy,
WeatherUnderground,Nairobi,Kenya,2026-03-30T12:32:41.387937+00:00,25.0,,,17.7,Mostly Cloudy,
WeatherUnderground,Nairobi,Kenya,2026-03-30T12:32:41.400100+00:00,25.0,,,17.7,Mostly Cloudy,
WeatherUnderground,Johannesburg,South Africa,2026-03-30T12:32:48.536893+00:00,58.0,,,3.22,Partly Cloudy,
WeatherUnderground,Johannesburg,South Africa,2026-03-30T12:32:48.544914+00:00,58.0,,,3.22,Partly Cloudy,
WeatherUnderground,Johannesburg,South Africa,2026-03-30T12:32:48.550445+00:00,27.22222222222222,,,16.09,Fair,
WeatherUnderground,Dubai,United Arab Emirates,2026-03-30T12:32:56.516542+00:00,25.0,,,22.53,Mostly Cloudy,
WeatherUnderground,Dubai,United Arab Emirates,2026-03-30T12:32:56.517969+00:00,20.55555555555556,,,22.53,Mostly Cloudy,
WeatherUnderground,Dubai,United Arab Emirates,2026-03-30T12:32:56.518973+00:00,49.0,,,20.92,Partly Cloudy,
WeatherUnderground,Dubai,United Arab Emirates,2026-03-30T12:32:56.519062+00:00,52.0,,,20.92,Cloudy,
WeatherUnderground,Dubai,United Arab Emirates,2026-03-30T12:32:56.522207+00:00,59.0,,,3.22,Partly Cloudy,
WeatherUnderground,Dubai,United Arab Emirates,2026-03-30T12:32:56.524716+00:00,54.0,,,11.27,Cloudy,
WeatherUnderground,Mumbai,India,2026-03-30T12:33:05.768256+00:00,30.55555555555556,,,20.92,Haze,
WeatherUnderground,Mumbai,India,2026-03-30T12:33:05.771274+00:00,30.55555555555556,,,20.92,Haze,
WeatherUnderground,Mumbai,India,2026-03-30T12:33:05.779286+00:00,59.0,,,3.22,Partly Cloudy,
WeatherUnderground,Mumbai,India,2026-03-30T12:33:05.784890+00:00,27.22222222222222,,,27.36,Partly Cloudy,
WeatherUnderground,Tokyo,Japan,2026-03-30T12:33:13.792229+00:00,17.77777777777778,,,17.7,Mostly Cloudy,
WeatherUnderground,Tokyo,Japan,2026-03-30T12:33:13.801975+00:00,60.0,,,19.31,Showers Late,
WeatherUnderground,Tokyo,Japan,2026-03-30T12:33:13.808861+00:00,60.0,,,19.31,Showers Late,
WeatherUnderground,Seoul,South Korea,2026-03-30T12:33:19.980011+00:00,50.0,,,11.27,Rain,
WeatherUnderground,Seoul,South Korea,2026-03-30T12:33:19.988007+00:00,59.0,,,3.22,Partly Cloudy,
WeatherUnderground,Singapore,Singapore,2026-03-30T12:33:24.494392+00:00,28.88888888888889,,,11.27,Mostly Cloudy,
WeatherUnderground,Singapore,Singapore,2026-03-30T12:33:24.502615+00:00,26.666666666666668,,,11.27,Mostly Cloudy,
WeatherUnderground,Sydney,Australia,2026-03-30T12:33:31.557536+00:00,19.444444444444443,,,6.44,Cloudy,
WeatherUnderground,Sydney,Australia,2026-03-30T12:33:31.563756+00:00,51.0,,,14.48,Fair,
WeatherUnderground,Sydney,Australia,2026-03-30T12:33:31.563884+00:00,49.0,,,20.92,Partly Cloudy,
WeatherUnderground,Sydney,Australia,2026-03-30T12:33:31.565891+00:00,58.0,,,3.22,Partly Cloudy,
WeatherUnderground,Sydney,Australia,2026-03-30T12:33:31.570866+00:00,60.0,,,9.66,Mostly Cloudy,
WeatherUnderground,Beirut,Lebanon,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Beirut,Lebanon,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Beirut,Lebanon,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Beirut,Lebanon,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Beirut,Lebanon,1774873939,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Beirut,Lebanon,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Beirut,Lebanon,1774873993,18.33,,59.0,22.53,Rain Shower,
WeatherUnderground,New York,United States,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,New York,United States,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,New York,United States,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,New York,United States,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,New York,United States,1774873938,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,New York,United States,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,New York,United States,1774874047,51.0,,92.0,11.27,Sunny,
WeatherUnderground,Los Angeles,United States,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Los Angeles,United States,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Los Angeles,United States,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Los Angeles,United States,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Los Angeles,United States,1774873939,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Los Angeles,United States,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Los Angeles,United States,1774874091,48.0,,100.0,8.05,Fair,
WeatherUnderground,Chicago,United States,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Chicago,United States,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Chicago,United States,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Chicago,United States,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Chicago,United States,1774873939,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Chicago,United States,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Chicago,United States,1774873997,54.0,,58.0,12.87,Cloudy,
WeatherUnderground,Toronto,Canada,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Toronto,Canada,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Toronto,Canada,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Toronto,Canada,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Toronto,Canada,1774873938,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Toronto,Canada,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Toronto,Canada,1774874144,26.67,,83.0,9.66,Cloudy,
WeatherUnderground,Mexico City,Mexico,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Mexico City,Mexico,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Mexico City,Mexico,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Mexico City,Mexico,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Mexico City,Mexico,1774873939,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Mexico City,Mexico,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Mexico City,Mexico,1774874144,26.67,,83.0,9.66,Cloudy,
WeatherUnderground,Sao Paulo,Brazil,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Sao Paulo,Brazil,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Sao Paulo,Brazil,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Sao Paulo,Brazil,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Sao Paulo,Brazil,1774873939,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Sao Paulo,Brazil,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Sao Paulo,Brazil,1774873900,23.89,,68.0,11.27,Partly Cloudy,
WeatherUnderground,Buenos Aires,Argentina,1774874452,58.0,,66.0,3.22,Partly Cloudy,
WeatherUnderground,Buenos Aires,Argentina,1774874415,51.0,,79.0,14.48,Fair,
WeatherUnderground,Buenos Aires,Argentina,1774874242,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Buenos Aires,Argentina,1774873911,49.0,,68.0,20.92,Partly Cloudy,
WeatherUnderground,Buenos Aires,Argentina,1774874269,19.44,,92.0,12.87,Partly Cloudy,
WeatherUnderground,Buenos Aires,Argentina,1774874219,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Buenos Aires,Argentina,1774874354,23.89,,90.0,14.48,Mist,
WeatherUnderground,London,United Kingdom,1774874452,58.0,,66.0,3.22,Partly Cloudy,
WeatherUnderground,London,United Kingdom,1774874415,51.0,,79.0,14.48,Fair,
WeatherUnderground,London,United Kingdom,1774874242,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,London,United Kingdom,1774873911,49.0,,68.0,20.92,Partly Cloudy,
WeatherUnderground,London,United Kingdom,1774874269,19.44,,92.0,12.87,Partly Cloudy,
WeatherUnderground,London,United Kingdom,1774874219,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Paris,France,1774874452,58.0,,66.0,3.22,Partly Cloudy,
WeatherUnderground,Paris,France,1774874415,51.0,,79.0,14.48,Fair,
WeatherUnderground,Paris,France,1774874242,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Paris,France,1774873911,49.0,,68.0,20.92,Partly Cloudy,
WeatherUnderground,Paris,France,1774874269,19.44,,92.0,12.87,Partly Cloudy,
WeatherUnderground,Paris,France,1774874219,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Paris,France,1774874284,57.0,,45.0,24.14,Partly Cloudy,
WeatherUnderground,Berlin,Germany,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Berlin,Germany,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Berlin,Germany,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Berlin,Germany,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Berlin,Germany,1774873939,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Berlin,Germany,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Berlin,Germany,1774873901,45.0,,84.0,12.87,Rain Shower,
WeatherUnderground,Madrid,Spain,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Madrid,Spain,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Madrid,Spain,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Madrid,Spain,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Madrid,Spain,1774873939,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Madrid,Spain,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Madrid,Spain,1774874251,60.0,,33.0,11.27,Sunny,
WeatherUnderground,Rome,Italy,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Rome,Italy,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Rome,Italy,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Rome,Italy,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Rome,Italy,1774873939,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Rome,Italy,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Rome,Italy,1774874084,18.33,,41.0,12.87,Fair,
WeatherUnderground,Cairo,Egypt,1774874452,58.0,,66.0,3.22,Partly Cloudy,
WeatherUnderground,Cairo,Egypt,1774874415,51.0,,79.0,14.48,Fair,
WeatherUnderground,Cairo,Egypt,1774874242,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Cairo,Egypt,1774873911,49.0,,68.0,20.92,Partly Cloudy,
WeatherUnderground,Cairo,Egypt,1774874269,19.44,,92.0,12.87,Partly Cloudy,
WeatherUnderground,Cairo,Egypt,1774874219,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Cairo,Egypt,1774874385,23.33,,30.0,16.09,Mostly Cloudy,
WeatherUnderground,Nairobi,Kenya,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Nairobi,Kenya,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Nairobi,Kenya,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Nairobi,Kenya,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Nairobi,Kenya,1774873939,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Nairobi,Kenya,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Nairobi,Kenya,1774874355,25.0,,42.0,17.7,Mostly Cloudy,
WeatherUnderground,Nairobi,Kenya,1774874050,25.0,,44.0,17.7,Mostly Cloudy,
WeatherUnderground,Johannesburg,South Africa,1774874452,58.0,,66.0,3.22,Partly Cloudy,
WeatherUnderground,Johannesburg,South Africa,1774874415,51.0,,79.0,14.48,Fair,
WeatherUnderground,Johannesburg,South Africa,1774874242,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Johannesburg,South Africa,1774873911,49.0,,68.0,20.92,Partly Cloudy,
WeatherUnderground,Johannesburg,South Africa,1774874269,19.44,,92.0,12.87,Partly Cloudy,
WeatherUnderground,Johannesburg,South Africa,1774874219,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Johannesburg,South Africa,1774873991,27.22,,37.0,16.09,Fair,
WeatherUnderground,Dubai,United Arab Emirates,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Dubai,United Arab Emirates,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Dubai,United Arab Emirates,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Dubai,United Arab Emirates,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Dubai,United Arab Emirates,1774873939,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Dubai,United Arab Emirates,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Dubai,United Arab Emirates,1774874344,25.0,,52.0,22.53,Mostly Cloudy,
WeatherUnderground,Mumbai,India,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Mumbai,India,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Mumbai,India,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Mumbai,India,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Mumbai,India,1774873939,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Mumbai,India,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Mumbai,India,1774874065,30.0,,67.0,17.7,Haze,
WeatherUnderground,Tokyo,Japan,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Tokyo,Japan,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Tokyo,Japan,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Tokyo,Japan,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Tokyo,Japan,1774873939,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Tokyo,Japan,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Tokyo,Japan,1774874154,17.78,,69.0,17.7,Mostly Cloudy,
WeatherUnderground,Seoul,South Korea,1774874051,58.0,,65.0,3.22,Partly Cloudy,
WeatherUnderground,Seoul,South Korea,1774874172,51.0,,79.0,14.48,Fair,
WeatherUnderground,Seoul,South Korea,1774874354,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Seoul,South Korea,1774874240,49.0,,68.0,22.53,Partly Cloudy,
WeatherUnderground,Seoul,South Korea,1774873939,19.44,,93.0,12.87,Partly Cloudy,
WeatherUnderground,Seoul,South Korea,1774874038,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Seoul,South Korea,1774874259,16.67,,52.0,6.44,Rain,
WeatherUnderground,Singapore,Singapore,1774874452,58.0,,66.0,3.22,Partly Cloudy,
WeatherUnderground,Singapore,Singapore,1774874415,51.0,,79.0,14.48,Fair,
WeatherUnderground,Singapore,Singapore,1774874242,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Singapore,Singapore,1774874512,49.0,,67.0,20.92,Partly Cloudy,
WeatherUnderground,Singapore,Singapore,1774874269,19.44,,92.0,12.87,Partly Cloudy,
WeatherUnderground,Singapore,Singapore,1774874219,53.0,,55.0,20.92,Mostly Cloudy,
WeatherUnderground,Singapore,Singapore,1774874349,28.89,,76.0,11.27,Mostly Cloudy,
WeatherUnderground,Sydney,Australia,1774874452,58.0,,66.0,3.22,Partly Cloudy,
WeatherUnderground,Sydney,Australia,1774874415,51.0,,79.0,14.48,Fair,
WeatherUnderground,Sydney,Australia,1774874242,54.0,,59.0,12.87,Cloudy,
WeatherUnderground,Sydney,Australia,1774874512,49.0,,67.0,20.92,Partly Cloudy,
WeatherUnderground,Sydney,Australia,1774874269,19.44,,92.0,12.87,Partly Cloudy,
WeatherUnderground,Sydney,Australia,1774874219,53.0,,55.0,20.92,Mostly Cloudy,
